PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,1.0,1,1,1,0,0,0,0,1,0,2
1,0.006944444444444444,43,51,58,54,59,63,53,56,59,51
2,0.006944444444444444,62,58,57,66,55,56,69,61,58,56
3,0.006944444444444444,67,63,58,49,59,56,54,54,57,65
4,0.06666666666666667,6,2,2,7,3,3,0,6,6,2
5,0.06666666666666667,2,2,1,4,4,0,2,0,2,3
6,0.06666666666666667,4,3,3,6,0,3,3,5,1,5
7,0.03333333333333333,6,8,8,6,6,8,9,7,10,8
8,0.03333333333333333,2,4,4,5,9,5,6,4,4,3
9,0.03333333333333333,7,8,8,3,5,6,4,6,3,5
