PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,1.0,1,1,1,1,1,1,1,1,1,2
1,0.006944444444444444,47,47,47,46,47,46,47,48,44,48
2,0.006944444444444444,36,35,35,34,37,35,35,37,37,35
3,0.006944444444444444,43,40,44,45,41,43,44,40,44,42
4,0.06666666666666667,10,12,13,11,13,14,13,13,12,11
5,0.06666666666666667,9,10,9,9,9,9,9,8,9,10
6,0.06666666666666667,10,8,9,10,8,9,9,8,9,7
7,0.03333333333333333,15,16,12,13,14,12,14,13,11,14
8,0.03333333333333333,17,18,18,18,19,19,18,20,19,18
9,0.03333333333333333,12,13,12,13,11,12,10,12,14,13
