PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,NaN,0,0,1,0,0,0,1,1,2,0
1,0.006944444444444444,51,52,56,48,50,57,50,50,51,51
2,0.006944444444444444,55,54,57,60,55,48,56,66,63,54
3,0.006944444444444444,68,61,58,60,62,62,65,51,59,61
4,0.06666666666666667,4,3,4,5,3,2,3,3,4,1
5,0.06666666666666667,5,6,1,5,6,5,4,5,7,3
6,0.06666666666666667,4,2,2,5,4,4,7,3,3,5
7,0.03333333333333333,4,9,4,6,3,9,4,7,6,8
8,0.03333333333333333,6,3,8,7,10,3,4,7,2,10
9,0.03333333333333333,3,10,9,4,7,10,6,7,3,7
