PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,NaN,0,0,0,0,0,0,1,1,2,0
1,0.006944444444444444,53,49,59,46,57,47,59,49,56,46
2,0.006944444444444444,65,62,61,69,48,57,53,63,48,66
3,0.006944444444444444,52,62,52,56,66,63,59,56,63,53
4,0.06666666666666667,4,5,0,2,2,8,5,1,6,3
5,0.06666666666666667,4,2,3,4,7,3,4,1,4,5
6,0.06666666666666667,2,4,5,4,2,3,6,5,4,5
7,0.03333333333333333,5,7,7,8,9,8,5,8,5,6
8,0.03333333333333333,7,5,5,4,4,5,3,9,6,7
9,0.03333333333333333,8,4,8,7,5,6,5,7,6,9
