PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,NaN,0,0,1,1,1,0,2,0,1,0
1,0.006944444444444444,52,44,55,48,40,47,55,54,51,47
2,0.006944444444444444,60,60,55,72,61,61,47,59,51,56
3,0.006944444444444444,52,62,62,47,66,63,62,53,69,67
4,0.06666666666666667,5,2,3,4,4,3,7,4,3,4
5,0.06666666666666667,5,1,1,7,6,6,4,4,2,5
6,0.06666666666666667,10,5,5,3,3,5,4,4,7,2
7,0.03333333333333333,5,9,3,7,8,7,4,8,6,10
8,0.03333333333333333,6,8,7,6,6,4,7,8,4,4
9,0.03333333333333333,5,9,8,5,5,4,8,6,6,5
