Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89,dim-90,dim-91,dim-92,dim-93,dim-94,dim-95,dim-96,dim-97,dim-98,dim-99,dim-100,dim-101,dim-102,dim-103,dim-104,dim-105,dim-106,dim-107,dim-108,dim-109,dim-110,dim-111,dim-112,dim-113,dim-114,dim-115,dim-116,dim-117,dim-118,dim-119,dim-120,dim-121,dim-122,dim-123,dim-124,dim-125,dim-126,dim-127,dim-128,dim-129,dim-130,dim-131,dim-132,dim-133,dim-134,dim-135,dim-136,dim-137,dim-138,dim-139,dim-140,dim-141,dim-142,dim-143
-1,-1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0
0,0,278.4811635710296,278.7843623404936,283.90442398512874,276.7665741077824,280.76121654580044,277.68535255435415,283.6371653425138,283.08992357831,278.16182620538075,277.47223157361753,276.6744223436731,277.72856567394365,277.6655186497596,274.89204707668404,280.02543673016106,274.9438264375742,274.24946916781164,275.071870039663,278.12544986827663,273.80543008196247,272.2535685818708,276.42268996496676,275.01728058148126,271.6601506164539,275.23698354100685,273.2969264900965,274.46815705743825,272.2044371995466,274.6972532917066,272.59121415265196,278.2505867979748,279.6222153233527,278.8261392965242,270.5867602271003,274.2378522762756,271.67549868867485,271.0846304436801,269.90759038671877,270.8377425861171,273.4629944477842,271.92114710683506,273.09204639389947,274.3280506900895,273.9416975692912,278.95761043054966,277.13159385766426,283.87999333947454,283.139093943535,286.47434042703117,282.85222429388034,269.96841549946856,286.71478000061376,286.2157693075385,279.36040322356257,277.5878460752473,274.361272853318,281.60806094464965,283.6882118153602,280.0401261130022,279.1592121584883,278.35103112944176,283.9657119864566,279.6460359357918,283.3583873576537,275.379125104179,278.0805536989114,278.3703527063672,278.2101912281132,278.0989206941958,275.63082471200744,274.6292978029454,273.0282679475417,272.91190838336155,278.74421888871444,274.74673059272146,272.22868549178094,270.5358194627025,272.83538148800926,274.09908761676735,272.9018653826735,275.50131370606283,271.45714047630116,276.0466552613249,274.4363893282631,277.19630941805553,273.30908503192956,282.4961685023296,280.86176811142127,279.3423249627734,273.12179285055345,278.6682228004267,275.4926675103612,273.02081463399344,274.46673917652157,272.26025401524447,275.8788088055497,282.7903202570818,284.59139855517606,279.3023154220848,280.69468069110303,284.5163719183726,290.3293762199767,293.71931618143725,289.88759241908934,288.6084484224693,279.85067995949555,273.09501252701756,282.38150485948984,286.758021679105,281.9362515348001,275.232780035087,274.2331299456678,284.356270644595,281.02360680267805,281.706352749058,279.1985248511664,282.6090036772817,281.5898628090569,280.94029593549755,279.64454276749535,277.3979427498244,276.3026860879236,276.39418859485545,277.2885727792444,276.5413833320328,279.5753817170219,275.7202019840218,273.4328065305338,277.66008961838105,275.8752794560742,275.1064569813719,278.8848178247505,274.383315571686,273.8709491855894,275.5864841536348,277.1576266621055,273.6512196267095,276.5485418163155,272.9602816325527,274.5957515419246,277.21298315263095,276.6349206349315,278.46553416706985,279.0413119829756
0,1,278.47879331907103,277.63195796152536,280.5560864315634,279.36179136921766,278.40304069365294,281.7065924034725,281.13022123497865,279.5964759758405,278.4577990245992,277.7165732581595,279.75602197716483,279.4638715213223,278.27418866594326,277.4641075617825,279.65062789762277,279.4452422973801,280.17876049447585,276.87380988584584,277.66089637291486,276.04349035705695,275.7169422372021,277.8797220294882,277.38312157600933,277.003787975471,275.5159767295821,278.324963859324,279.64061693354125,276.21047995973197,280.8687936789556,278.6233134003647,277.28533948972466,278.62877758710715,276.21674638358877,275.0305995124945,273.76265577190213,276.7050502532432,277.04061467516703,274.841994070615,273.53999912448097,276.1085044380334,272.44404543496137,276.64070613289636,273.2633760295982,274.97911136358783,275.00190341210026,276.10225356450815,278.0205586681044,273.59846675818494,279.67833445621613,281.370137636832,277.5113218064882,279.8280524127839,278.0658048431972,276.95088270969524,278.52753590458207,278.29443670741597,277.8022476180105,280.5808212203491,274.2881319406237,277.05820501479593,275.1293776465303,281.9912282588022,279.1828625148944,281.47198746104135,279.39220347213046,278.3427693829957,280.13084348901384,278.6335613106571,278.910686950179,279.27838793894426,278.8187650560571,278.3432662845716,276.9889511872529,278.8947510008164,276.6329759626019,275.4999864859898,275.29707914238605,278.19799890782883,276.43133581898803,275.73278146551183,279.59297377532954,278.6158632657198,277.60209666105567,277.77891904015974,278.22111287512627,277.6057755251381,277.54916631951056,281.03877672072866,275.0778888549534,276.6126408436209,278.9267809844517,276.7708303705011,278.1068526725636,278.96553408042354,276.10924687402775,276.7900017501127,281.3233733750519,278.14497231191604,278.23841557726354,276.9670057133222,277.2594436651559,279.1782139443456,281.36522313849986,279.2186550308898,278.46692436671754,275.69225073995165,276.25710286433576,277.4098893990244,279.60589861049334,279.3094091739089,272.7567483777871,279.4294484430744,278.79623526974126,277.6548034751894,279.5854690271422,277.3009151630494,274.7869688692831,275.55817588738466,279.33664986225034,276.46896371284953,278.380317265609,277.5961441977858,276.0692215403056,275.0979110301566,275.0294313642721,278.6818486642962,275.2086175783795,274.93459117812097,277.586516662498,274.19274511805156,277.34516075596645,279.12269165551066,275.6550139782198,276.54947563330694,275.91760036614755,273.844721987241,275.55994592630765,277.4475872448381,276.2335107168337,277.3748194840007,280.1796120030292,277.5434113828123,278.560751927423,274.20833868382886
0,2,278.07761893773295,277.58005986311775,277.765120057431,277.1748460825328,277.87519076664523,280.09240000705694,276.56476774488476,278.3158193971706,278.6675868379984,278.0748754192976,280.35112964268507,278.3119506072944,278.7977650764305,279.52931152734675,275.4219788911424,278.7939595487078,279.5276807210761,278.89711131213255,277.5039491930215,278.8373897894581,277.5625845359906,278.94285644847054,277.2026989255402,277.2753082602937,276.12769174352303,277.62373498353367,279.55582865180367,277.5829517369465,279.97132007534896,280.51892500028816,276.7128493152987,276.8022332784905,277.22124205716034,279.1664795971376,276.8799486504976,277.7119190086895,276.5482353405241,277.72346542195777,275.7346297577463,277.72786014269917,277.44008614174936,279.5484377509915,275.64117387730107,276.0702048662096,276.52376156394877,278.82881894600007,278.1918217223617,276.6378744258139,278.6196760145673,277.8845799677307,279.9981490262465,278.78080798990175,277.65625160860947,276.5522736488638,276.3400783989099,277.4796203460439,277.008679367201,277.90282271348906,276.2682627489598,277.5358212675024,277.03256971629,278.14300156701484,278.7871563368441,279.16860800024944,279.83130708489983,277.8881689648575,279.83314772041547,276.58813311572345,278.78481799257264,279.3753251978603,279.20026129452896,277.6826571622085,278.88877939820003,279.3986759386018,277.8674775127931,277.43045519905155,276.0393638730389,278.316077857448,275.47173383724856,279.1786457849869,279.1349232305543,277.6377871163089,278.59041563106285,277.5623029594883,279.8377285452017,279.18215704389064,278.24212550309267,277.5154217984857,276.63233896714684,278.19348765956386,276.4919506594266,277.5378267056739,278.2732872397769,278.6491019464683,276.3688332763621,279.0543485086956,279.70087176807164,277.89269208343853,275.9297961352838,276.0738410603305,278.1208426630754,276.61101399968794,277.5156788553331,277.43715629579833,277.09604335427935,276.8403960172157,277.8975150991226,275.1299873165179,277.1160448308422,277.18691358111295,275.21366892298346,280.6262841641444,276.4372190931641,276.91251497705815,278.4362533387675,278.0811150717489,275.2203702097979,273.3008665778219,278.54935361269276,275.7675134959955,274.64103228807807,276.3896759980235,276.2960206430295,276.1485414953107,277.90786094574105,277.20017509763454,275.8396168275079,274.9724291720931,275.99105913722707,274.725210230972,277.1338516208754,278.7802547182794,276.27281855242734,276.0986922769809,276.91299115316707,276.47143468026167,274.8519948346041,277.4573734781552,276.4844384844286,279.2664337039943,279.32924954211444,275.40296644852845,277.6262822952305,274.5148514762459
0,3,278.622040274148,277.711877890978,276.8974472997926,276.8654504184683,277.92917780485686,280.84918661137374,277.8700369254673,277.9138148135235,277.68058441210826,276.6524997534137,280.3792444135874,278.44462999351526,277.47772951052013,279.39867731624867,275.93904188228333,277.36731540443446,278.66238826145366,279.48643838459697,277.06155322292835,277.77114645519987,277.54308640797814,279.61069319624903,277.6427874839019,276.4465237462846,276.47171492051245,276.75424076310077,278.76905560228255,277.1191164705874,279.1095825326761,277.4409846463205,278.6245585080912,277.5213406771479,275.5764364671425,277.70487953310237,277.45769494046846,276.5708841077109,275.89165386325936,277.8561575434552,277.1139245733963,277.4386756213138,276.75757035754543,278.2271457706875,277.53847290603153,277.18426190656197,277.88724197935295,278.5834911782314,279.17417550100356,279.8766658401361,282.0765158974241,278.94633026835703,277.9964787836968,280.0427723183175,279.44651090959127,276.96626866419757,276.51863630268065,276.8533816479554,277.63069643119223,279.18359522176826,277.85441581105385,277.668600436514,277.33492931924417,278.5285494434668,278.0630035290909,278.1549570182481,278.2534115284466,276.4842997586809,277.34840316163127,275.8941780154147,278.6994981918366,277.380577712366,276.995461969184,276.30861754677943,276.42687804461156,277.8940265800194,278.25125312158116,277.35789800193857,274.875603432393,276.98542252767055,276.4293356334743,277.6540465413422,277.45209549626793,276.969168876708,276.0592628296978,276.94860843692754,278.0742846327146,277.2197494088736,278.12229669665066,276.81726209114703,276.83774357987795,277.75623634197615,277.7940838019907,276.9054323234362,276.26913848011907,277.50495842083035,275.52801877652706,278.6107585637952,279.7334744810401,279.76210452853974,277.0652227840324,276.5980473320608,280.0502787840387,279.02808479894463,279.99556724248066,280.0673488224863,280.0165898951911,276.9917755324327,276.79881071621116,277.17999034260777,277.76036359013455,278.1858705962293,276.27918223340686,278.20645962660194,277.58883011418055,278.2244523895035,278.8106101558679,278.7555686763728,277.664450285464,274.0304612941834,277.21070661411886,277.2692006493479,277.087634824834,277.88364912613656,276.5613584321553,276.66216153950137,279.0122805728355,277.5237520777212,276.08895829304225,275.04470890718846,274.90224782866073,275.78188644373796,276.30866386562803,277.49742462010437,276.9054744219871,276.19606792346053,277.2729434009863,277.9191348039429,275.863962001424,277.39715292307886,276.3121018120389,278.6699973607413,277.95243891799703,274.6285541196403,276.5982793876113,275.69084900766296
0,4,277.79950866001604,278.4717711068498,278.06999413506895,277.2583123768822,276.65604749996726,278.0126184404033,277.69250924618666,277.7977402882404,278.17552461681197,277.6031890050238,279.71459180082974,277.5682498214244,278.46534527314043,277.1844927178506,275.620593671803,277.46103718319966,277.459495824081,277.34588851066883,277.49919490230695,277.42954373474646,277.2087725457689,278.2375981079874,277.44108538511625,276.13473160359746,276.7609290484873,276.374842681655,277.3553389076152,278.2271040196246,277.48212017171636,277.2565227164547,278.0431851094272,277.20582596388607,276.01787348020787,276.9296239000122,276.7197838510766,278.3993737498547,276.0195923214145,276.8431137521248,275.5480515726343,277.94838498490265,277.0956794794671,277.78569639270586,277.2434518571393,275.8395642067228,278.44544654114276,279.056222322772,278.29326273730294,278.4329685778598,280.23496746081116,278.4483705074207,278.4296216766707,280.49911833247916,277.21602414576364,278.33585255698233,277.80660454030885,276.78957022778206,278.77950954825263,279.28593661336095,278.4644837630851,277.72289558097185,277.15802670026403,276.9591960199715,278.1443864045028,278.2918234043804,276.260758303545,277.227594014906,277.54511847857304,277.7398767457042,277.95906622150966,277.5855286072457,277.3042396457265,276.6201163399745,277.4056961191311,278.0018554018997,277.5627672333631,278.2040645463768,275.69955761889395,276.8789261215804,277.7405076054579,278.905517831521,276.7362848431013,278.18161001123497,278.3729907206962,277.35250558990424,277.88762572005345,277.94184867064683,278.1180020468387,276.9906116002314,277.06079997761435,278.50485849052916,277.2619755230309,277.00957800281986,277.50476673692634,278.5481613876635,275.52379217306685,278.0811332631872,278.3810030669162,279.03783125711743,276.55943929968623,277.20729726814045,278.83293168885695,279.3443454533862,278.7351507256869,280.0353156569613,279.0199939093444,277.0448486524019,277.5778290802431,277.84229913315204,278.74338276807845,278.74607639443803,277.8008197226317,278.6634932198682,277.2408340959522,276.98844287508706,278.053073334436,278.6802683545249,277.4135525330649,275.45161020184617,277.5306699313913,276.81929476273314,276.3191696734772,276.88260918197426,276.8681522758961,277.0701256088914,278.58590469044026,276.7428892987523,276.0798880688159,275.4003522102567,276.6077923622746,275.986534684102,276.72174304459,278.9736765359301,276.3332681807822,277.73620935258276,278.9193058892583,277.04735160201915,276.42542527558925,278.3472770323344,278.239123182874,279.0369522975916,277.97723011346505,275.73981078506995,275.74307949526565,275.83249261041516
0,5,276.8155386189176,278.4301987917419,278.00404190132105,276.84997750397105,277.04280552695434,277.7093437482027,277.8122905631266,276.9666829277819,277.96968084615366,277.1076070430739,278.2794423878332,277.6744944015333,276.54863848775756,276.2177483463278,277.3298949347473,277.8537222744074,278.0386182220148,277.7795775920054,277.16106453829457,277.73240848486284,277.147650838668,278.70548813102124,275.806500828578,276.8896400685541,276.6439188175922,275.91625458028216,277.64414255896605,277.37165685408223,278.53421835152244,278.52842594532683,277.3214883504922,277.21387457040214,277.1858116652997,277.75932690016987,276.59775823046067,278.66789066542145,276.39586539846334,275.8782647928588,277.54179972734306,277.045631532558,277.3033584204254,276.68518517746054,276.7538100396269,276.27964635724305,277.1001533482356,277.7975357205642,277.06891771345323,277.89793534000484,278.8507449595984,277.6947505321727,278.67503072118916,279.2174081009237,277.66216311138106,279.0450528403182,277.37858990963247,276.17360930301646,277.43014603560516,278.12230323956607,277.3057530010199,278.00281311712786,277.7358254062628,278.296219048955,278.2615049126209,280.32706624085483,277.23938301232664,277.8359962726006,277.82272552420557,278.1974459581326,279.1138832350268,278.8170873937018,277.68538071927003,277.4757823212186,276.40990277114116,277.9338955292844,277.7935809653841,278.13398179114216,275.11171695900345,277.6526237019969,277.4630294393054,277.52209510341135,277.80452351962504,277.48046734485035,279.42772370279613,276.9017728195991,277.93261120195456,278.813346083102,276.9298314293629,277.9604164066089,276.3370608753031,279.5221381034594,277.4583241544523,277.31336534155645,276.8965550613537,278.1639887309878,275.04068470581444,278.015534706326,277.5089185659865,278.8295600948462,277.67374585692863,276.6606681902783,278.97224050496385,278.52546547490743,279.58211243326,279.44970479013557,278.23916828736475,276.9258929865792,277.415360975547,277.8078549426349,279.56331286502694,278.04875959993205,277.2786314629979,278.81682260786573,276.3879440128321,277.1018914627601,277.3959018376385,278.5845418705792,277.20549343148,275.4599070955261,277.4861849129485,277.1722226487315,276.714937352865,276.5754356504207,276.6228701467828,277.84938164073606,277.0463823799016,276.88452547924294,276.9382095581031,275.843969306515,277.77294642574725,276.4014313409619,277.9310515022892,279.3223085854962,277.3927748787949,278.3956454750016,278.2923438425656,278.85705408875026,275.5259112369183,277.80803574607063,278.1268689849321,278.68820602267516,279.03105003564303,276.99257617087983,276.8272423858641,275.9568561391717
0,6,276.7834224770073,277.96486057674707,277.76279263852774,277.46984556710214,277.9540621038291,276.8523803967459,279.1042439700351,277.86852753978343,278.2407332582655,276.1468452069747,277.8196911141644,278.65067239966925,276.83596348369963,276.24840329733627,277.0885465524945,278.0480212385155,278.2672777751983,277.3264133004645,277.5211384280361,277.71174627568377,277.74873375243567,278.1769247676339,276.9709364425504,277.107019488952,276.42007086662045,276.7198380403783,277.1860292203739,276.7431452262372,278.1016321634368,277.7379222458862,277.9806017514085,276.90009135060706,276.3179808843195,277.2791509693048,277.6245086363983,278.6559285768339,277.0253388891307,276.223879021932,275.81086263332037,276.6826902832699,276.2427605640626,278.1628805243494,276.07260604723996,276.15205996528016,276.606409443241,277.224842438721,276.22748760531067,277.0445222463882,279.01165668435357,278.38035816731093,277.8539816553596,278.7620529730061,277.30352471267133,278.09192804930814,277.7608079595248,277.0545017231256,277.99406639825133,278.1103955221614,278.3678597533171,276.88034514894,276.9747512868982,278.12824894886387,278.52137158350297,278.8620047647746,277.7543859286882,277.7505745560208,278.1859983732786,278.33928377826584,278.31550280707916,278.4464180298573,277.5432205439793,277.8338872352584,277.4126962054276,277.6269790358601,279.068934104867,277.07051667963503,274.98149966519264,276.46534899496277,277.17390523752186,277.3894203397008,277.8631652477043,278.73388547963276,278.4318454915233,276.63549531147066,277.8533490090509,278.54031630997,277.13223453254074,277.8833471532171,276.8412054399982,277.53973702014235,278.18188391198197,278.12513615413485,277.4661039094415,277.8629182769899,275.5538603114225,278.0147074044436,278.0023823921474,278.5364170366012,277.61252989809367,276.9198234547574,278.2470832701013,279.71514498336387,278.9148351397454,278.7507933789246,278.02506280020555,277.89725630841383,277.87457240290377,277.86410526102014,279.4434051881251,278.94126953549926,277.9482451521523,278.98232611354746,277.20849766498264,276.82169330625686,278.12650008903336,278.5461263870007,277.7660767448982,276.2880277682841,277.4106459757733,276.9275920093819,276.82667620649903,277.66462836290873,276.5964506263045,277.75179729459893,277.99023119606045,277.7042658915541,277.43576462786626,275.6781291763916,277.1811503617933,276.2646815907472,276.87412807364115,278.6072104330899,276.80437346054725,278.8596462905855,277.7046798023669,278.44949412532304,276.62005545961455,278.5404616902213,278.26020058814066,278.6093939657218,278.4830152111648,277.04827426999225,276.13609603471616,275.5328082611383
0,7,277.26481369821965,279.1907510230961,278.07835045826664,278.0296852051159,276.44599176296816,277.11729265323874,278.580771238284,277.95135061456784,277.76696994796384,276.65154911309264,277.9428982209294,278.7191890491297,277.3865551837799,276.6219909650129,276.7476422895993,277.8731404118503,276.56266699050525,277.4823218915023,277.5792051016892,276.8053746963619,277.071544230643,277.7852670778389,277.5073206546491,277.5921577274756,277.6380187244098,276.6577525566921,277.28190286738317,277.13130967092,277.05133292690124,277.2793813579212,278.02715522999773,277.04691495977465,277.33124627457215,276.92038682199967,277.30987993418546,277.198467484254,277.05236611637514,276.6103511223549,277.02076692559865,276.9987972694685,276.20277777143514,277.9766025047035,277.3464490405294,276.0840468864319,277.6958827408643,276.75247864713424,276.94715168400234,277.3915803862133,278.7160634759027,278.8934990039776,277.72853193218174,279.3659876859306,278.6392072488714,277.67469054982683,277.15658057180184,277.0660943032196,277.49914481826005,278.426637220934,278.69831045085147,277.288504505967,276.4801775195156,278.0275694983974,278.24662509424735,279.5710897162962,277.80930782532556,277.05875254107417,278.6087710084,277.60764365001216,278.0287763296052,277.25176839004956,276.8354701345261,276.52507729189006,276.58827457720275,277.7602384289014,277.9074526700034,277.6336014544807,275.618317022595,276.96763281224065,277.3310882471163,277.2673103163372,277.7887555555491,277.9328580796265,278.39878010550376,276.62857891687884,277.757054987511,277.60067677792273,278.13253354665426,278.15469884763405,277.9856789022123,278.6386322108666,277.8590196689614,277.66325633427965,277.05192121741436,277.79931677136653,275.3442442516442,278.27135660726134,277.7910793761376,278.1323965862539,277.76526811533085,277.48071745508076,278.1818702300371,279.2256971965844,278.24466242561334,278.38164264404077,277.8585797794625,277.3837636709344,277.37366752032466,278.7336175412275,279.2844904642562,278.8640040451984,277.8009454116473,278.9391060812242,277.51964619240096,278.05816582413144,277.852527344122,277.98237936214053,278.5799684651853,276.22010047668203,277.09936886838574,276.79529541370226,276.32723464506495,277.47442677961203,277.3686876423893,277.6196661022671,277.82648302971484,276.73641166388956,277.3347274826483,277.3172844333867,277.54454450422855,277.06820158209166,276.5981081238157,278.7337516166866,277.1979763661281,278.59688003399674,277.7770180148433,278.0469287254127,276.56837627776264,278.07964855904135,277.62961531258543,277.97582910280454,279.34914529095124,276.99049739242537,276.6098364954259,275.96848586432526
0,8,277.37254230002065,278.4508521568197,277.85574014083136,277.6584669134568,276.1933586579388,277.85780222834416,277.98371112867534,277.168799940634,277.875071694327,277.00599017351976,277.68849249760524,278.46524262938004,277.47353793833815,277.21064790228854,276.5209654834825,277.85760072043905,277.5646787390265,277.6847508391238,277.47543117490756,276.5295824290784,276.6835297073791,277.8637637142413,277.5835685789807,278.0531691941665,277.0782739511357,276.79013660875137,277.11084469683516,276.9250719577861,276.78645582331393,277.0285018806065,278.2737395136259,277.6645705444,277.5103937586436,277.616852626485,277.6491645114609,277.4844720522456,276.93701011129895,276.8042010652647,276.26360211184056,276.8816205264349,276.9462445874078,278.1061053953684,276.8956242089841,276.45811276567633,276.65513594835045,277.0227415434096,277.1017374324631,277.50864824643423,277.97671058077214,279.06758326641796,277.83054299199745,279.0050350787458,278.1253918344062,277.911379325428,277.06207075046655,277.41035586354513,277.29587600784185,278.7506251280998,278.2740878386283,277.54216588641964,276.86950181101895,278.3318981540302,278.1352120747157,279.03349737899504,277.6208002966306,276.9646195163714,278.55194990360485,277.71939853355667,277.84268637592305,277.1360447191665,277.19008079199904,276.6423144000338,277.17028152385757,278.24602821229706,277.86083574224693,277.4536788182638,275.7353356342271,276.7685809047802,277.2791759029447,277.09482640879173,277.83017678636463,278.1601162086,279.0271905958724,276.4960312260204,277.40082278158076,277.7594919392415,277.90064896270286,277.97639815506597,278.0881211834434,278.4718139703664,277.6842102334092,277.0964864685,278.4854650280112,278.1275771658048,276.0380549764611,278.19423190065976,277.62837089678845,277.75872732555024,277.96996313864963,277.26694705435096,278.27605209020965,279.1608930386197,278.45830428105444,278.57830295911526,278.0713314401454,277.17933535522917,277.2016519827218,278.4095920751628,278.82612651735053,278.73053051777663,278.24053722991073,279.11545083610537,276.93475424361446,277.84599215506563,277.93853689137046,277.39242092209827,278.21256847127825,276.0029317182041,277.1839387382767,276.66503895427473,277.4901950105815,277.7085625910144,276.83340684998774,276.716546024131,277.98795603117816,277.29966349220797,277.12691036013763,276.8264457304352,277.767250406077,277.3018725707933,277.06042194632465,278.098462895399,277.6433793517844,278.5902646376011,277.9763667328987,277.80003659308915,276.8759455690166,278.341358771917,277.86958400978074,277.6839599490164,279.08873494614807,277.47597319970595,276.4826134608591,275.9759067661694
