PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,NaN,0,0,0,0,0,0,0,0,1,0
1,0.006944444444444444,53,55,65,60,54,48,47,55,51,55
2,0.006944444444444444,69,65,63,61,73,63,66,58,66,63
3,0.006944444444444444,45,45,44,51,46,53,57,53,57,53
4,0.06666666666666667,2,4,2,0,2,2,3,3,1,3
5,0.06666666666666667,4,4,5,1,1,4,0,4,2,4
6,0.06666666666666667,5,7,4,5,3,2,3,3,2,2
7,0.03333333333333333,7,8,6,8,9,10,8,12,7,8
8,0.03333333333333333,5,7,3,5,6,11,6,7,4,5
9,0.03333333333333333,10,5,8,9,6,7,10,5,9,7
