PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,NaN,0,0,0,0,1,2,0,2,2,0
1,0.006944444444444444,48,54,65,55,54,47,47,50,53,59
2,0.006944444444444444,58,62,52,63,58,66,56,57,59,52
3,0.006944444444444444,62,52,57,57,60,60,65,58,60,60
4,0.06666666666666667,4,2,4,2,3,5,5,5,3,4
5,0.06666666666666667,2,4,3,3,3,2,2,4,2,3
6,0.06666666666666667,3,4,6,2,4,2,5,6,2,3
7,0.03333333333333333,11,11,5,7,5,3,6,5,8,10
8,0.03333333333333333,4,7,4,3,6,6,4,5,5,4
9,0.03333333333333333,8,4,4,8,6,7,10,8,6,5
